,case_name,backrub_steps,struct_num,score_function_name,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,total_score,yhh_planarity
13,6FEG,5000,14,fa_ref2015,4.653803245171957,0.0,1.7320778573500775,-1.4210854715202004e-14,-2.1316282072803006e-13,-0.0177443901746841,-2.8089789096227378,-0.02631660198955288,1.5902124061994982e-10,0.23657404257652104,1.4863132946629776e-10,0.4919343626385384,7.105427357601002e-15,-7.105427357601002e-15,3.148592497836944e-13,0.0,0.0,4.261349606258079,2.220446049250313e-16
14,6FEG,5000,15,fa_ref2015,8.61048738000818,-5.684341886080802e-14,0.6450273839670331,7.549516567451064e-15,-2.2737367544323206e-13,-1.2908826698416505,-2.4841897254161722,-0.020501849824483998,1.0830447649823327e-11,0.0844752795000474,3.1320723792305216e-11,0.22618676469867438,-7.105427357601002e-15,-7.105427357601002e-15,1.887379141862766e-13,0.0,0.0,5.770602563131462,0.0
15,6FEG,5000,16,fa_ref2015,2.582095394540147,-5.684341886080802e-14,0.36994723137922847,1.4654943925052066e-14,9.237055564881302e-14,-1.2214389764039737,-1.131755134376931,-0.8222626885804978,-1.0942713402073423e-10,-0.042618581005509526,-2.728768322413089e-10,1.8049335544925214,0.0,7.105427357601002e-15,1.0524914273446484e-13,7.105427357601002e-15,0.0,1.538900799661974,-2.220446049250313e-16
16,6FEG,5000,17,fa_ref2015,5.817889004804783,5.684341886080802e-14,1.6288999743174486,-1.2434497875801753e-14,3.126388037344441e-13,0.1798188976467685,-2.971640650866334,-1.1644242850141886,-8.132872153510107e-11,-0.29307442565783504,3.2221691981249023e-10,0.4892873505025861,0.0,0.0,-1.3034018309099338e-13,0.0,0.0,3.6867558659745328,0.0
17,6FEG,5000,18,fa_ref2015,5.53338478309206,5.684341886080802e-14,-0.45724120223059117,-3.108624468950438e-14,1.4210854715202004e-14,-2.1387682964908095,2.1274633238765546,0.05092620075948062,-2.1378454562182014e-11,0.005434331515925095,1.4529177860822529e-10,0.332557554834537,7.105427357601002e-15,7.105427357601002e-15,9.325873406851315e-14,-7.105427357601002e-15,0.0,5.453756695481303,0.0
18,6FEG,5000,19,fa_ref2015,7.447894545693771,0.0,2.8645063018405494,-9.769962616701378e-15,-2.1316282072803006e-13,-0.5891304404458566,-3.752199063852345,-0.1300659049752042,-3.3784530728553364e-11,0.4944472125236281,-3.2731861665524775e-10,-0.26010046940442777,7.105427357601002e-15,0.0,-1.7030821197749901e-13,0.0,0.0,6.075352181017195,-2.220446049250313e-16
19,6FEG,5000,20,fa_ref2015,6.3399840335478075,0.0,2.4659262170483203,-1.0658141036401503e-14,4.263256414560601e-13,-1.4389694043820924,-3.994727604496802,-0.13479596102776625,-1.659152815136622e-10,0.1474415784215246,2.865903070414788e-10,0.7924255861437146,0.0,7.105427357601002e-15,2.0516921495072893e-13,-7.105427357601002e-15,0.0,4.1772844453780635,-2.220446049250313e-16
20,6FEG,5000,21,fa_ref2015,6.831795131087347,-5.684341886080802e-14,0.8193458973684642,2.842170943040401e-14,-3.623767952376511e-13,-1.4341658516534608,-0.03966226584066135,-0.10351108614209892,5.426592508683825e-11,0.118033884555647,-5.48723733118095e-10,0.7707912819551908,7.105427357601002e-15,7.105427357601002e-15,-1.290079154614432e-13,0.0,0.0,6.962626990834053,0.0
21,6FEG,5000,22,fa_ref2015,7.819047713034706,5.684341886080802e-14,-0.09778023083583776,-4.618527782440651e-14,-1.4921397450962104e-13,-1.1095331727138387,-1.3794470354066561,0.07135930389011946,3.363709311088314e-11,-0.2499969709773744,3.4728486753010657e-10,0.4951384293097121,0.0,0.0,-4.4853010194856324e-14,0.0,0.0,5.5487880366816,0.0
22,6FEG,5000,23,fa_ref2015,8.372391489592928,0.0,0.15962352539440872,5.1958437552457326e-14,6.181721801112872e-13,-3.300523830664801,-0.10916420948035466,-0.00047599497423078674,4.787281682183675e-12,-0.0905726407530345,9.71596136878361e-11,1.1541502312432428,7.105427357601002e-15,0.0,2.0872192862952943e-13,0.0,0.0,6.18542857045864,0.0
23,6FEG,5000,24,fa_ref2015,6.847249240823203,5.684341886080802e-14,2.7879719900501527,8.43769498715119e-15,4.263256414560601e-14,-0.1100006137211551,-3.358276610415828,-1.0878532533444805,-7.794476175604359e-11,0.06297904791902909,-9.475797924096696e-11,-0.038664537752914896,0.0,-7.105427357601002e-15,-1.0147438445073931e-13,0.0,0.0,5.103405263383735,-2.220446049250313e-16
24,6FEG,5000,25,fa_ref2015,6.6451700727523075,0.0,-0.33219128683293775,-7.105427357601002e-14,-4.618527782440651e-13,-0.03479002915848639,-2.2715390499944306,-0.7116353993612705,7.59126095317697e-11,-0.2751970809813429,1.8545165403338615e-10,0.4658439501209912,-7.105427357601002e-15,-7.105427357601002e-15,5.311306949806749e-13,0.0,0.0,3.4856611768050527,-4.440892098500626e-16
25,6FEG,5000,26,fa_ref2015,9.356045338036893,0.0,3.024857032737316,-3.552713678800501e-14,1.1368683772161603e-13,-1.0930911053354464,-5.039222323167792,0.7853074203440187,7.23385795708964e-11,1.250885358418408,-3.112177182629239e-12,-0.7254920528858051,7.105427357601002e-15,0.0,1.6631140908884845e-13,7.105427357601002e-15,0.0,7.5592896682194635,-1.1102230246251565e-16
26,6FEG,5000,27,fa_ref2015,5.516320026994208,0.0,-1.2082243360939628,-2.0872192862952943e-14,-2.8421709430404007e-13,-1.0333495575520857,0.31453909967274285,-0.609775626811885,-5.141487235960085e-11,-0.635013515872636,1.5329248981288401e-10,0.9789103933914589,7.105427357601002e-15,0.0,-7.327471962526033e-15,0.0,0.0,3.3234064838286486,-2.220446049250313e-16
27,6FEG,5000,28,fa_ref2015,3.2700907390430984,5.684341886080802e-14,-0.5301065142948005,-1.7319479184152442e-14,4.689582056016661e-13,-1.5456905832657242,3.9373067497433567,-0.010687503438713719,1.071498445526231e-11,-0.17470058657159626,-2.695657030926668e-10,-0.17138786097232384,0.0,7.105427357601002e-15,-3.086420008457935e-14,7.105427357601002e-15,0.0,4.77482443998548,-1.1102230246251565e-16
28,6FEG,5000,29,fa_ref2015,7.9086277397434515,-5.684341886080802e-14,2.4863434850093427,2.4868995751603507e-14,2.5579538487363607e-13,-1.7356881848213135,-2.6799719481483635,2.0719748324508878,-3.588240815588506e-13,-0.20387327290988466,-1.2535394944279687e-10,-0.6660650728340016,7.105427357601002e-15,0.0,2.4202861936828413e-14,-7.105427357601002e-15,0.0,7.181347578364978,2.220446049250313e-16
29,6FEG,5000,30,fa_ref2015,8.634353789871966,0.0,3.4740001949081147,1.021405182655144e-14,2.1316282072803006e-13,-2.9434086153840298,-2.9595555363389394,-0.06539122316964452,-2.6618707238412753e-11,0.9134145539492344,2.4726887204451486e-11,-0.611737194528871,-7.105427357601002e-15,7.105427357601002e-15,3.7059244561987725e-13,0.0,0.0,6.441675969304015,0.0
30,6FEG,5000,31,fa_ref2015,8.158952333555817,0.0,3.9022332442586958,2.1316282072803006e-14,-3.979039320256561e-13,-0.3499275308293477,-3.4590750555368004,1.4919048335668528,2.617817074224149e-11,1.9898898435305021,1.6368062460969668e-10,-0.5867757428683831,0.0,0.0,-1.4210854715202004e-14,-7.105427357601002e-15,0.0,11.14720192586796,4.440892098500626e-16
31,6FEG,5000,32,fa_ref2015,8.311909744038758,-5.684341886080802e-14,2.140877704488787,-2.930988785010413e-14,-2.913225216616411e-13,-0.9277810213638844,-2.2273906389903004,2.353570684495619,-1.084643486137793e-11,-0.22107638752298087,-5.6289195526915137e-11,-0.5576654101542431,0.0,-7.105427357601002e-15,-6.838973831690964e-14,7.105427357601002e-15,0.0,8.872444674927465,-4.440892098500626e-16
32,6FEG,5000,33,fa_ref2015,8.25451081270785,-5.684341886080802e-14,0.974235642693202,1.7319479184152442e-14,1.7763568394002505e-13,-1.8434900062650996,-1.3885587767512106,-0.00079445459094174,-2.41158204516978e-11,-0.07024710466574291,6.681943887087982e-11,-0.33457630327806953,-7.105427357601002e-15,0.0,1.6986412276764895e-13,0.0,0.0,5.5910798098920225,1.1102230246251565e-16
33,6FEG,5000,34,fa_ref2015,4.040733771862051,0.0,2.69510518306663,-2.1316282072803006e-14,-4.263256414560601e-13,0.3508379447010981,-3.4769300734342323,0.011909358097327072,-3.362643496984674e-12,0.07791399969558199,2.027888967859326e-11,0.47348754277943783,7.105427357601002e-15,0.0,-9.43689570931383e-14,-7.105427357601002e-15,0.0,4.173057726785117,0.0
34,6FEG,5000,35,fa_ref2015,9.358661965483634,0.0,1.8979469804091877,-1.2878587085651816e-14,1.4210854715202004e-14,-1.3884894445113218,-2.686213856484528,1.2785399712768246,-6.504308203147957e-11,0.15174077891259685,-2.97717406283482e-11,-0.44646648311712767,-7.105427357601002e-15,-7.105427357601002e-15,-1.729727472365994e-13,0.0,0.0,8.165719911875811,0.0
35,6FEG,5000,36,fa_ref2015,9.112143989343394,0.0,1.8827010724531874,1.4654943925052066e-14,-3.197442310920451e-13,-0.9700143146081359,-5.5857697451102695,0.5285162517727748,-4.5984549501554284e-11,0.3265048472471399,-1.7278978248214116e-10,-0.1669359478148209,-7.105427357601002e-15,0.0,-3.108624468950438e-14,0.0,0.0,5.127146153065695,4.440892098500626e-16
36,6FEG,5000,37,fa_ref2015,7.807421511086659,0.0,3.100260120025837,-6.217248937900877e-15,-4.263256414560601e-14,-2.7553969206611413,-2.4587854231965593,0.5535733932831022,-5.292655202993046e-11,1.36160735359989,-3.6564529182214756e-11,-0.8306344652912969,0.0,0.0,2.8954616482224083e-13,7.105427357601002e-15,0.0,6.778045568758358,0.0
37,6FEG,5000,38,fa_ref2015,3.7405467422177026,5.684341886080802e-14,-0.8354048889061119,-5.1958437552457326e-14,2.7711166694643907e-13,-1.6034510576607488,1.247619476439013,0.5654590738885936,-8.210321311707958e-11,0.5367569928360325,3.256559466535691e-10,0.046192639602715246,-7.105427357601002e-15,0.0,-6.94999613415348e-14,-7.105427357601002e-15,0.0,3.6977189786654776,0.0
38,6FEG,5000,39,fa_ref2015,2.7897568420717107,-5.684341886080802e-14,-3.2791157574738463,-4.3076653355456074e-14,-5.826450433232822e-13,-1.024752714108999,4.07685295692545,-1.221396445473136,-3.136335635645082e-11,-1.0631593357461995,-5.971401151327882e-11,1.8218198402338146,0.0,0.0,-1.2634338020234281e-13,0.0,0.0,2.1000053863388644,0.0
39,6FEG,5000,40,fa_ref2015,7.461614079711808,0.0,-0.5996346562041595,-3.375077994860476e-14,1.2079226507921703e-13,-1.5444010562945039,0.3657667532927462,-0.008421742743017546,1.4303047635166877e-10,0.38482806840428196,-3.7631764371326426e-10,-0.2324281866172626,0.0,-7.105427357601002e-15,-2.8888003100746573e-13,0.0,0.0,5.827323259313715,0.0
40,6FEG,5000,41,fa_ref2015,4.739871342154629,-5.684341886080802e-14,-0.16650850898088265,2.7533531010703882e-14,-1.5631940186722204e-13,-0.039708673196287236,-1.3795682855362656,0.03638244333608753,1.687467943156662e-10,-1.5631692097710008,2.3038637664285488e-10,0.4392268889965578,7.105427357601002e-15,0.0,-1.5298873279334657e-13,-7.105427357601002e-15,0.0,2.0665259974003902,2.220446049250313e-16
41,6FEG,5000,42,fa_ref2015,9.782259007469975,5.684341886080802e-14,0.761403647663542,-4.440892098500626e-15,-7.815970093361102e-14,-1.7372168174421176,-2.1525265386104593,1.957453887171095,1.2528467152606027e-10,1.0179531541478113,6.761524673493113e-11,-1.232423983512767,0.0,0.0,-9.9253938401489e-14,7.105427357601002e-15,0.0,8.396902357079341,0.0
42,6FEG,5000,43,fa_ref2015,4.404486252401284,-5.684341886080802e-14,0.22060605034806713,5.46229728115577e-14,1.3500311979441904e-13,-0.892623241143653,0.42198330097028247,0.02407965705655002,-7.917755340258736e-11,0.08578500944230072,2.603570692372159e-10,0.34841580248929915,7.105427357601002e-15,0.0,2.1538326677728037e-14,0.0,0.0,4.612732831742818,0.0
43,6FEG,5000,44,fa_ref2015,8.14185407546347,0.0,3.8414124203110873,7.593925488436071e-14,2.0605739337042905e-13,-2.369970159711741,-3.7477946374398243,1.1989600604282487,-3.498357159514853e-11,0.6568511921277853,5.394298341343529e-10,-1.3259346083207504,-7.105427357601002e-15,0.0,-5.440092820663267e-14,0.0,0.0,6.395378343362523,2.220446049250313e-16
44,6FEG,5000,45,fa_ref2015,0.8046689191689893,0.0,0.6348921308857598,3.863576125695545e-14,2.8421709430404007e-13,-1.2329195383502878,3.542506443297384,-0.5600820729993039,1.2180478847767517e-11,0.733792705928586,-1.7543300145916874e-10,0.43512308127260013,-7.105427357601002e-15,0.0,-1.851852005074761e-13,0.0,0.0,4.357981669040527,-1.1102230246251565e-16
45,6FEG,5000,46,fa_ref2015,6.960334741838778,-5.684341886080802e-14,0.010823888055540465,-1.5987211554602254e-14,7.105427357601002e-15,-2.8616181405411965,-3.241059062966542,0.05658478162748892,-6.139089236967266e-11,0.7821456823740149,1.8707169147091918e-10,-0.649227834356445,-7.105427357601002e-15,7.105427357601002e-15,-2.1227464230832993e-13,0.0,0.0,1.0579840561581477,0.0
46,6FEG,5000,47,fa_ref2015,6.772249465352388,0.0,1.1079807327403728,-3.552713678800501e-15,-4.263256414560601e-14,-0.49778611223770497,-2.9986040140366867,-1.1110689650622128,3.078426402680634e-12,0.07879040437859786,-3.977476126237889e-10,0.861192574087795,7.105427357601002e-15,0.0,1.4210854715202004e-14,7.105427357601002e-15,0.0,4.212754084828845,4.440892098500626e-16
47,6FEG,5000,48,fa_ref2015,8.499719349787938,0.0,-0.3873710001127506,4.929390229335695e-14,4.547473508864641e-13,-0.5375716381578712,-3.970963079191165,0.16289618230908687,1.0946799022804043e-10,-0.7209937107315909,3.6712322071252856e-10,1.3005419615435656,0.0,-7.105427357601002e-15,-9.370282327836321e-14,-7.105427357601002e-15,0.0,4.346258065926406,0.0
48,6FEG,5000,49,fa_ref2015,7.911095183321777,0.0,2.0646036094789224,1.3766765505351941e-14,4.973799150320701e-14,-1.5033492181402437,-5.147467557406571,0.9902327155857513,1.3248069308247068e-11,0.6177836284941947,1.6913759282033425e-10,-0.581593871667323,0.0,7.105427357601002e-15,-1.1812772982011666e-13,-7.105427357601002e-15,0.0,4.351304489850662,0.0
49,6FEG,5000,50,fa_ref2015,5.1772713687746545,-5.684341886080802e-14,-0.8811795336480941,-3.241851231905457e-14,1.9184653865522705e-13,-1.046220893756015,0.808336435585943,0.016357391461369275,4.170175316176028e-11,0.35143060189812303,-1.7990942069445737e-11,0.6138728862126115,7.105427357601002e-15,0.0,1.3433698597964394e-13,0.0,0.0,5.03986825655258,-2.220446049250313e-16
50,6FEG,10000,1,fa_ref2015,5.580548803156489,0.0,-2.087590061064077,-9.769962616701378e-15,2.8421709430404007e-13,-0.8445599611318926,1.1138504995545873,0.6082976123567327,-8.312284194289532e-11,-1.0562820528576022,-1.2028067430946976e-10,1.3051434328223905,7.105427357601002e-15,0.0,-1.5298873279334657e-13,7.105427357601002e-15,0.0,4.619408272630551,0.0
51,6FEG,10000,2,fa_ref2015,8.425801603623086,0.0,0.1455754986800457,9.769962616701378e-15,2.913225216616411e-13,-0.16832847914101023,-2.6516364965206094,-0.013468607308354308,-8.93596308060296e-11,0.6263839648540248,1.8052048744721105e-10,-0.21145880807055306,0.0,0.0,2.930988785010413e-14,0.0,0.0,6.152868676205983,4.440892098500626e-16
52,6FEG,10000,3,fa_ref2015,8.77096252608112,-5.684341886080802e-14,2.7248051495408276,-6.439293542825908e-14,-2.7000623958883807e-13,-1.7439653648987132,-3.7538089817350055,0.44952402258128643,-6.265210572564683e-11,0.8057815759377327,5.801297220386914e-10,-0.3179025911463782,7.105427357601002e-15,0.0,3.552713678800501e-14,-7.105427357601002e-15,0.0,6.935396336878711,2.220446049250313e-16
53,6FEG,10000,4,fa_ref2015,6.347387573781361,0.0,1.2913041038829078,-2.398081733190338e-14,-1.2789769243681803e-13,-0.3895669990116062,-4.345120960323129,-0.7325925743339496,9.937117795288941e-11,0.061868547595199885,2.7142732506035827e-11,0.054510581622331244,-7.105427357601002e-15,-7.105427357601002e-15,6.994405055138486e-14,0.0,0.0,2.287790273338601,0.0
54,6FEG,10000,5,fa_ref2015,10.020641517216518,0.0,2.3632823957707387,-4.218847493575595e-14,-3.126388037344441e-13,-1.4977726677742424,-3.581119096047246,2.070325543908517,2.6117774609701883e-11,0.012239868167480239,-2.7969804250460584e-10,-0.7058001390209583,7.105427357601002e-15,0.0,6.661338147750939e-16,-7.105427357601002e-15,0.0,8.681797421970003,4.440892098500626e-16
55,6FEG,10000,6,fa_ref2015,4.086340623455271,0.0,-3.5999142367700188,-7.860379014346108e-14,-1.8474111129762605e-13,-0.6629741169380736,1.2379430282826434,-0.9499137056470985,-1.1953993350743986e-10,-0.35688167776876156,2.4164137357729487e-10,0.9029983943069624,7.105427357601002e-15,0.0,-9.237055564881302e-14,-7.105427357601002e-15,0.0,0.6575983090413331,0.0
56,6FEG,10000,7,fa_ref2015,6.3194702040837,0.0,0.48993485057860653,-2.2648549702353193e-14,2.913225216616411e-13,-1.6186134876314497,-1.8263721403683348,0.011125601225547399,-5.03419528286031e-11,-0.6156045237728343,-5.16152454110852e-10,-0.41745113704132564,7.105427357601002e-15,7.105427357601002e-15,-2.657873920952625e-13,7.105427357601002e-15,0.0,2.3424893665076354,4.440892098500626e-16
57,6FEG,10000,8,fa_ref2015,8.45155316604496,0.0,2.1476078526897027,-3.419486915845482e-14,-4.050093593832571e-13,-1.9072260892421014,-3.6900761574112266,1.0194943281740585,-8.775202786637237e-12,0.27845104754688776,3.5201708215026883e-10,-0.43053777677950933,0.0,0.0,3.588240815588506e-13,7.105427357601002e-15,0.0,5.869266371367871,0.0
58,6FEG,10000,9,fa_ref2015,5.227641204439124,-5.684341886080802e-14,1.2689353990260201,5.684341886080802e-14,2.8421709430404007e-13,-0.8406785963975807,-0.587676111124324,-0.6958690094635998,-6.001421581913746e-11,-0.12222735775317162,-8.569145393266808e-12,0.8780768687328901,-7.105427357601002e-15,0.0,-5.10702591327572e-15,7.105427357601002e-15,0.0,5.128202397393153,-1.1102230246251565e-16
59,6FEG,10000,10,fa_ref2015,0.8366840613034583,-5.684341886080802e-14,-1.8308725202618348,-1.4210854715202004e-14,-1.9895196601282805e-13,-2.0757834039768,6.157744614952776,-1.2242483938173514,1.3250023300770408e-10,-0.8657241128845143,5.5436544244003017e-11,2.1035907397291354,7.105427357601002e-15,-7.105427357601002e-15,-1.241229341530925e-13,0.0,0.0,3.1013909852319728,0.0
60,6FEG,10000,11,fa_ref2015,8.73848764684999,0.0,1.4223220397249747,1.3322676295501878e-15,1.1368683772161603e-13,-0.17106937108317766,-2.456065551411939,-8.968836697675897e-05,4.835598588215362e-11,-0.016941728389674893,4.048388291266747e-10,-0.059901131895394144,0.0,-7.105427357601002e-15,1.4810375148499588e-13,7.105427357601002e-15,0.0,7.456742215878819,0.0
61,6FEG,10000,12,fa_ref2015,10.45767056202294,-5.684341886080802e-14,1.9464266750917432,4.218847493575595e-14,4.547473508864641e-13,-2.1695772326259686,-4.105732978378228,0.02519259738762969,7.060485529564176e-11,-0.17331413966930498,-2.3440804852725705e-10,0.48483903527699823,7.105427357601002e-15,0.0,2.3425705819590803e-13,0.0,0.0,6.465504518942566,4.440892098500626e-16
62,6FEG,10000,13,fa_ref2015,1.00333156541069,0.0,-0.03614214106448799,-1.509903313490213e-14,-4.263256414560601e-14,-1.3101555297630938,4.790494767202517,-1.3498972475863447,1.3146106425665494e-10,0.03337896145369257,-1.1017675660696113e-10,1.1996733605599772,7.105427357601002e-15,0.0,-1.2212453270876722e-14,7.105427357601002e-15,0.0,4.330683736236807,0.0
63,6FEG,10000,14,fa_ref2015,6.56046660558286,5.684341886080802e-14,-2.6005343030788595,2.353672812205332e-14,9.947598300641403e-14,-0.613662953811442,0.14105758048356165,-0.4951775621579202,1.2493117651501962e-11,-0.8588361729025689,-2.9469049422914395e-10,-0.5178252404638499,7.105427357601002e-15,-7.105427357601002e-15,1.9229062786507711e-13,0.0,0.0,1.6154879533683584,-1.1102230246251565e-16
64,6FEG,10000,15,fa_ref2015,9.208445717845052,0.0,0.9128037333159682,-3.6415315207705135e-14,-4.263256414560601e-14,-1.5834446735370449,-5.267378288755708,0.03468157103706204,4.68158845023936e-11,0.2719726342800861,-1.0614087386784377e-10,0.6003050036317958,7.105427357601002e-15,-7.105427357601002e-15,-4.618527782440651e-14,0.0,0.0,4.177385697758268,2.220446049250313e-16
65,6FEG,10000,16,fa_ref2015,8.220227318815432,-5.684341886080802e-14,-0.8259177633721606,-3.8191672047105385e-14,-2.1316282072803006e-13,-1.2522060639088721,-2.391049414069471,0.03155773452818167,3.3022473644450656e-12,-1.0942808445031353,3.927880243281834e-11,0.9504852397862535,7.105427357601002e-15,0.0,-3.3306690738754696e-15,-7.105427357601002e-15,0.0,3.6388162073182,0.0
66,6FEG,10000,17,fa_ref2015,2.1933943954061306,-5.684341886080802e-14,1.4574469837135098,5.417888360170764e-14,5.329070518200751e-13,-0.8067641938913113,1.7000279263278344,-1.2512568227260346,-2.248867758680717e-12,1.4970628409344258,-7.182165973063093e-11,0.3950542414221374,0.0,7.105427357601002e-15,-2.6267876762631204e-13,0.0,0.0,5.184965371113435,-2.220446049250313e-16
67,6FEG,10000,18,fa_ref2015,8.554017457790678,5.684341886080802e-14,1.7566720374371698,-8.08242361927114e-14,-6.181721801112872e-13,-0.824342311438528,-4.464028826712706,0.6485472483305408,-3.625189037848031e-11,0.23795123495457204,-5.626077381748473e-11,-0.25701392989492433,0.0,0.0,-6.483702463810914e-14,0.0,0.0,5.651802910373505,0.0
68,6FEG,10000,19,fa_ref2015,7.1487338236740925,-5.684341886080802e-14,0.3539992332263182,2.1760371282653068e-14,-1.1368683772161603e-13,-0.7911809746094605,-1.8680487755276545,0.1882643030746891,-7.552003467026225e-11,-1.2558325482187875,3.6784797430300387e-10,0.3811360265556303,7.105427357601002e-15,0.0,3.3084646133829665e-13,0.0,0.0,4.157071088469451,0.0
69,6FEG,10000,20,fa_ref2015,3.1425480504115058,0.0,3.8466079243202103,-5.684341886080802e-14,-3.623767952376511e-13,-0.11275081743376347,-5.531888467753788,1.2300557277166533,-1.192130838489902e-10,0.6993209801478457,-1.3987744296173332e-10,0.08091908276185222,7.105427357601002e-15,7.105427357601002e-15,2.1938006966593093e-13,0.0,0.0,3.3548124799115726,0.0
